name,id,xloc,yloc,cell,orient,routing_demand,congestion,capacity,GRC_Index,pin_count,pin_total
U4253,961,40832,13824,9,0,26.0,-10.0,36.0,"(9, 26)",5,20
U4254,962,38400,16896,9,0,22.0,-14.0,36.0,"(11, 24)",5,10
U4255,963,43904,26112,56,6,30.0,-6.0,36.0,"(17, 28)",5,14
U4256,964,42752,29184,56,6,26.0,-5.0,31.0,"(19, 27)",5,14
U4257,965,40064,29184,56,6,30.0,-6.0,36.0,"(19, 25)",5,15
U4258,966,42496,26112,50,0,29.0,-2.0,31.0,"(17, 27)",4,14
U4259,967,40576,16896,46,0,25.0,-8.0,33.0,"(11, 26)",5,15
U4260,968,47360,19968,9,6,29.0,-7.0,36.0,"(13, 30)",5,12
U4261,969,47104,13824,9,0,26.0,-8.0,34.0,"(9, 30)",5,20
U4262,970,44032,16896,9,0,29.0,-7.0,36.0,"(11, 28)",5,10
U4263,971,47616,26112,56,6,24.0,-10.0,34.0,"(17, 30)",5,19
U4264,972,46720,26112,56,0,24.0,-10.0,34.0,"(17, 30)",5,19
U4265,973,45824,26112,56,0,22.0,-4.0,26.0,"(17, 29)",5,10
U4266,974,47616,26112,50,0,24.0,-10.0,34.0,"(17, 30)",4,19
U4267,975,46848,16896,46,0,28.0,-8.0,36.0,"(11, 30)",5,20
U4268,976,67584,56832,9,6,28.0,-8.0,36.0,"(37, 43)",5,17
U4269,977,68864,56832,9,0,29.0,-7.0,36.0,"(37, 44)",5,10
U4270,978,67584,59904,9,0,27.0,-9.0,36.0,"(39, 43)",5,15
U4271,979,66176,56832,56,6,20.0,-8.0,28.0,"(37, 42)",5,19
U4272,980,64000,50688,56,0,28.0,-8.0,36.0,"(33, 41)",5,18
U4273,981,63104,50688,56,0,30.0,1.0,29.0,"(33, 40)",5,19
U4274,982,66048,53760,50,2,35.0,-1.0,36.0,"(35, 42)",4,14
U4275,983,67968,56832,46,0,28.0,-8.0,36.0,"(37, 43)",5,17
U4276,984,67456,16896,9,0,27.0,-9.0,36.0,"(11, 43)",5,22
U4277,985,73216,16896,9,6,22.0,-9.0,31.0,"(11, 47)",5,15
U4278,986,69632,16896,9,6,22.0,-14.0,36.0,"(11, 45)",5,15
U4279,987,63232,19968,56,6,25.0,-11.0,36.0,"(13, 40)",5,19
U4280,988,64512,16896,56,6,26.0,-10.0,36.0,"(11, 41)",5,19
U4281,989,61312,16896,56,6,25.0,-11.0,36.0,"(11, 39)",5,18
U4282,990,62592,16896,50,6,28.0,-8.0,36.0,"(11, 40)",4,13
U4283,991,68736,16896,46,6,26.0,-10.0,36.0,"(11, 44)",5,15
U4284,992,40960,72192,9,6,29.0,-4.0,33.0,"(47, 26)",5,15
U4285,993,40064,72192,9,6,31.0,-5.0,36.0,"(47, 25)",5,20
U4286,994,36992,69120,9,0,30.0,-6.0,36.0,"(45, 23)",5,19
U4287,995,41728,59904,56,0,26.0,-7.0,33.0,"(39, 26)",5,19
U4288,996,42496,59904,56,6,29.0,-2.0,31.0,"(39, 27)",5,16
U4289,997,40704,59904,56,6,26.0,-7.0,33.0,"(39, 26)",5,19
U4290,998,42624,59904,50,0,29.0,-2.0,31.0,"(39, 27)",4,16
U4291,999,39552,69120,46,0,30.0,-6.0,36.0,"(45, 25)",5,10
U4292,1000,66560,35328,9,6,24.0,-12.0,36.0,"(23, 43)",5,19
U4293,1001,69760,32256,9,0,24.0,-2.0,26.0,"(21, 45)",5,25
U4294,1002,68352,35328,9,0,26.0,-10.0,36.0,"(23, 44)",5,20
U4295,1003,60672,35328,56,6,30.0,-6.0,36.0,"(23, 39)",5,18
U4296,1004,63104,35328,56,6,28.0,-8.0,36.0,"(23, 40)",5,19
U4297,1005,61440,35328,56,0,30.0,-6.0,36.0,"(23, 39)",5,18
U4298,1006,62336,35328,50,6,28.0,-8.0,36.0,"(23, 40)",4,19
U4299,1007,67968,32256,46,0,29.0,-7.0,36.0,"(21, 43)",5,19
U4302,1008,66560,23040,9,6,24.0,-12.0,36.0,"(15, 43)",5,15
U4305,1009,71040,23040,9,6,19.0,-7.0,26.0,"(15, 45)",5,15
U4308,1010,68480,23040,9,0,22.0,-12.0,34.0,"(15, 44)",5,20
U4311,1011,65664,19968,56,0,16.0,-12.0,28.0,"(13, 42)",5,7
U4314,1012,64768,19968,56,0,27.0,-9.0,36.0,"(13, 41)",5,15
U4317,1013,60032,23040,56,6,25.0,-11.0,36.0,"(15, 38)",5,20
U4318,1014,63232,23040,50,6,25.0,-4.0,29.0,"(15, 40)",4,14
U4319,1015,68992,19968,46,0,26.0,-10.0,36.0,"(13, 44)",5,20
U4320,1016,25472,69120,9,0,26.0,-2.0,28.0,"(45, 16)",5,11
U4321,1017,24960,72192,9,6,30.0,-6.0,36.0,"(47, 15)",5,20
U4322,1018,23168,72192,9,6,28.0,-1.0,29.0,"(47, 14)",5,15
U4323,1019,21888,62976,56,6,29.0,-2.0,31.0,"(41, 13)",5,16
U4324,1020,26112,59904,56,6,23.0,-5.0,28.0,"(39, 16)",5,19
U4325,1021,27776,59904,56,6,28.0,-8.0,36.0,"(39, 17)",5,19
U4326,1022,24576,62976,50,6,28.0,-8.0,36.0,"(41, 15)",4,14
U4327,1023,24576,69120,46,0,34.0,-2.0,36.0,"(45, 15)",5,13
U4328,1024,67840,16896,9,6,27.0,-9.0,36.0,"(11, 43)",5,22
U4329,1025,72832,13824,9,0,24.0,-12.0,36.0,"(9, 47)",5,16
U4330,1026,66560,13824,9,0,26.0,-10.0,36.0,"(9, 43)",5,21
U4331,1027,65536,16896,56,0,20.0,-8.0,28.0,"(11, 42)",5,11
U4332,1028,64000,13824,56,0,21.0,-15.0,36.0,"(9, 41)",5,9
U4333,1029,63104,13824,56,0,21.0,-8.0,29.0,"(9, 40)",5,12
U4334,1030,64896,13824,50,0,21.0,-15.0,36.0,"(9, 41)",4,9
U4335,1031,65664,13824,46,0,24.0,-12.0,36.0,"(9, 42)",5,5
U4336,1032,62080,69120,9,6,25.0,-4.0,29.0,"(45, 40)",5,25
U4337,1033,63872,69120,9,6,31.0,-5.0,36.0,"(45, 41)",5,20
U4338,1034,62080,69120,9,0,25.0,-4.0,29.0,"(45, 40)",5,25
U4339,1035,65792,59904,56,0,20.0,-8.0,28.0,"(39, 42)",5,13
U4340,1036,57728,59904,56,0,23.0,-5.0,28.0,"(39, 37)",5,20
U4341,1037,55808,59904,56,6,27.0,-9.0,36.0,"(39, 36)",5,12
U4342,1038,61056,59904,50,0,28.0,-8.0,36.0,"(39, 39)",4,15
U4343,1039,62080,69120,46,2,25.0,-4.0,29.0,"(45, 40)",5,25
U4344,1040,51200,69120,9,0,34.0,-2.0,36.0,"(45, 33)",5,19
U4345,1041,50048,72192,9,6,25.0,-4.0,29.0,"(47, 32)",5,10
U4346,1042,46976,69120,9,0,25.0,-9.0,34.0,"(45, 30)",5,19
U4347,1043,50304,59904,56,0,25.0,-4.0,29.0,"(39, 32)",5,15
U4348,1044,51456,59904,56,6,25.0,-11.0,36.0,"(39, 33)",5,19
U4349,1045,50560,59904,56,6,25.0,-4.0,29.0,"(39, 32)",5,15
U4350,1046,50048,62976,50,2,29.0,-7.0,36.0,"(41, 32)",4,20
U4351,1047,48768,69120,46,0,30.0,-5.0,35.0,"(45, 31)",5,14
U4352,1048,64384,66048,9,6,31.0,-5.0,36.0,"(43, 41)",5,20
U4353,1049,65664,69120,9,6,24.0,-4.0,28.0,"(45, 42)",5,10
U4354,1050,64384,66048,9,0,31.0,-5.0,36.0,"(43, 41)",5,20
U4355,1051,64896,59904,56,0,27.0,-9.0,36.0,"(39, 41)",5,17
U4356,1052,59648,59904,56,6,28.0,-8.0,36.0,"(39, 38)",5,11
U4357,1053,58240,56832,56,0,20.0,-8.0,28.0,"(37, 37)",5,19
U4358,1054,62848,59904,50,0,29.0,-7.0,36.0,"(39, 40)",4,15
U4359,1055,65280,66048,46,6,23.0,-5.0,28.0,"(43, 42)",5,15
U4360,1056,19200,59904,9,0,31.0,-5.0,36.0,"(39, 12)",5,16
U4361,1057,15616,62976,9,6,27.0,-5.0,32.0,"(41, 9)",5,20
U4362,1058,15104,59904,9,0,29.0,-7.0,36.0,"(39, 9)",5,15
U4363,1059,20992,59904,56,6,32.0,-4.0,36.0,"(39, 13)",5,19
U4364,1060,23424,59904,56,6,28.0,-8.0,36.0,"(39, 14)",5,19
U4365,1061,20480,56832,56,0,28.0,-8.0,36.0,"(37, 13)",5,21
U4366,1062,20224,59904,50,6,31.0,-5.0,36.0,"(39, 12)",4,16
U4367,1063,16000,59904,46,0,29.0,-7.0,36.0,"(39, 10)",5,10
U4368,1064,67072,29184,9,0,27.0,-9.0,36.0,"(19, 43)",5,19
U4369,1065,70144,29184,9,0,23.0,-3.0,26.0,"(19, 45)",5,25
U4370,1066,67968,29184,9,6,27.0,-9.0,36.0,"(19, 43)",5,19
U4371,1067,61824,29184,56,0,26.0,-5.0,31.0,"(19, 39)",5,20
U4372,1068,64384,32256,56,6,25.0,-11.0,36.0,"(21, 41)",5,20
U4373,1069,61696,32256,56,6,23.0,-8.0,31.0,"(21, 39)",5,22
U4374,1070,62720,29184,50,0,20.0,-9.0,29.0,"(19, 40)",4,9
U4375,1071,69760,29184,46,2,23.0,-3.0,26.0,"(19, 45)",5,25
U4376,1072,33536,72192,9,6,30.0,0.0,30.0,"(47, 21)",5,10
U4377,1073,31744,72192,9,6,32.0,-4.0,36.0,"(47, 20)",5,20
U4378,1074,30848,72192,9,6,30.0,3.0,27.0,"(47, 19)",5,25
U4379,1075,36608,59904,56,0,27.0,-9.0,36.0,"(39, 23)",5,10
U4380,1076,38144,59904,56,6,28.0,-8.0,36.0,"(39, 24)",5,19
U4381,1077,36480,59904,56,6,27.0,-9.0,36.0,"(39, 23)",5,10
U4382,1078,37376,59904,50,6,28.0,-8.0,36.0,"(39, 24)",4,19
U4383,1079,31872,69120,46,0,30.0,-6.0,36.0,"(45, 20)",5,16
U4384,1080,18176,47616,9,0,25.0,-3.0,28.0,"(31, 11)",5,15
U4385,1081,15232,50688,9,6,31.0,-1.0,32.0,"(33, 9)",5,15
U4386,1082,13696,47616,9,0,27.0,-1.0,28.0,"(31, 8)",5,10
U4387,1083,20224,44544,56,6,29.0,-7.0,36.0,"(29, 12)",5,17
U4388,1084,21632,47616,56,6,17.0,-8.0,25.0,"(31, 13)",5,9
U4389,1085,20480,44544,56,0,31.0,-5.0,36.0,"(29, 13)",5,15
U4390,1086,19968,47616,50,6,24.0,-8.0,32.0,"(31, 12)",4,10
U4391,1087,16384,47616,46,0,30.0,-6.0,36.0,"(31, 10)",5,15
U4392,1088,30080,16896,9,0,25.0,-11.0,36.0,"(11, 19)",5,10
U4393,1089,26240,16896,9,6,26.0,-2.0,28.0,"(11, 16)",5,10
U4394,1090,22400,16896,9,0,28.0,-8.0,36.0,"(11, 14)",5,15
U4395,1091,41984,19968,56,0,25.0,-6.0,31.0,"(13, 27)",5,19
U4396,1092,42752,26112,56,6,29.0,-2.0,31.0,"(17, 27)",5,14
U4397,1093,43264,26112,56,0,29.0,-2.0,31.0,"(17, 27)",5,14
U4398,1094,43264,23040,50,6,30.0,-6.0,36.0,"(15, 27)",4,19
U4399,1095,26624,16896,46,0,24.0,-12.0,36.0,"(11, 17)",5,16
U4400,1096,45184,19968,9,6,26.0,-10.0,36.0,"(13, 29)",5,19
U4401,1097,44288,13824,9,6,29.0,-7.0,36.0,"(9, 28)",5,15
U4402,1098,43136,16896,9,0,22.0,-9.0,31.0,"(11, 27)",5,15
U4403,1099,48512,26112,56,6,26.0,-9.0,35.0,"(17, 31)",5,17
U4404,1100,46592,26112,56,6,24.0,-10.0,34.0,"(17, 30)",5,19
U4405,1101,44928,26112,56,0,30.0,-6.0,36.0,"(17, 28)",5,14
U4406,1102,46592,23040,50,0,30.0,-4.0,34.0,"(15, 30)",4,14
U4407,1103,44288,16896,46,6,29.0,-7.0,36.0,"(11, 28)",5,10
U4410,1104,17408,23040,9,0,32.0,-4.0,36.0,"(15, 11)",5,22
U4413,1105,15616,23040,9,0,27.0,-5.0,32.0,"(15, 9)",5,20
U4416,1106,14848,23040,9,6,27.0,-5.0,32.0,"(15, 9)",5,20
U4419,1107,18304,26112,56,0,22.0,-6.0,28.0,"(17, 11)",5,17
U4422,1108,22016,26112,56,0,23.0,-6.0,29.0,"(17, 14)",5,16
U4425,1109,19712,29184,56,6,26.0,-10.0,36.0,"(19, 12)",5,14
U4426,1110,16640,26112,50,0,26.0,-10.0,36.0,"(17, 10)",4,9
U4427,1111,14720,23040,46,0,27.0,-5.0,32.0,"(15, 9)",5,20
U4428,1112,67712,50688,9,6,25.0,-11.0,36.0,"(33, 43)",5,22
U4429,1113,69248,53760,9,6,29.0,-5.0,34.0,"(35, 44)",5,17
U4430,1114,67456,53760,9,6,27.0,-9.0,36.0,"(35, 43)",5,17
U4431,1115,67072,53760,56,0,27.0,-9.0,36.0,"(35, 43)",5,17
U4432,1116,64512,47616,56,6,28.0,-8.0,36.0,"(31, 41)",5,15
U4433,1117,63616,47616,56,6,28.0,-8.0,36.0,"(31, 41)",5,15
U4434,1118,66048,50688,50,6,24.0,-4.0,28.0,"(33, 42)",4,12
U4435,1119,69760,50688,46,4,24.0,-2.0,26.0,"(33, 45)",5,20
U4436,1120,67968,47616,9,0,27.0,-9.0,36.0,"(31, 43)",5,17
U4437,1121,69248,47616,9,6,30.0,-4.0,34.0,"(31, 44)",5,15
U4438,1122,68352,44544,9,0,31.0,-5.0,36.0,"(29, 44)",5,17
U4439,1123,51072,38400,56,6,31.0,-5.0,36.0,"(25, 32)",5,13
U4440,1124,48384,38400,56,0,29.0,-7.0,36.0,"(25, 31)",5,21
U4441,1125,45696,38400,56,0,20.0,-6.0,26.0,"(25, 29)",5,15
U4442,1126,50816,38400,50,0,31.0,-5.0,36.0,"(25, 32)",4,13
U4443,1127,67456,47616,46,6,27.0,-9.0,36.0,"(31, 43)",5,17
U4444,1128,17920,41472,9,6,22.0,-6.0,28.0,"(27, 11)",5,15
U4445,1129,16128,41472,9,6,34.0,-2.0,36.0,"(27, 10)",5,15
U4446,1130,13696,38400,9,0,26.0,-2.0,28.0,"(25, 8)",5,15
U4447,1131,19456,38400,56,0,26.0,-10.0,36.0,"(25, 12)",5,17
U4448,1132,22144,41472,56,6,24.0,-5.0,29.0,"(27, 14)",5,15
U4449,1133,20096,41472,56,6,28.0,-8.0,36.0,"(27, 12)",5,19
U4450,1134,19328,41472,50,6,28.0,-8.0,36.0,"(27, 12)",4,19
U4451,1135,17024,41472,46,6,34.0,-2.0,36.0,"(27, 10)",5,15
U4452,1136,21248,16896,9,0,28.0,-8.0,36.0,"(11, 13)",5,15
U4453,1137,19840,16896,9,6,30.0,-6.0,36.0,"(11, 12)",5,10
U4454,1138,18304,16896,9,0,25.0,-3.0,28.0,"(11, 11)",5,15
U4455,1139,17920,23040,56,6,32.0,-4.0,36.0,"(15, 11)",5,22
U4456,1140,20864,23040,56,6,30.0,-1.0,31.0,"(15, 13)",5,22
U4457,1141,20352,26112,56,6,27.0,-9.0,36.0,"(17, 12)",5,18
U4458,1142,19968,23040,50,0,32.0,-4.0,36.0,"(15, 12)",4,12
U4459,1143,19584,19968,46,6,26.0,-10.0,36.0,"(13, 12)",5,18
U4460,1144,17408,53760,9,0,35.0,-1.0,36.0,"(35, 11)",5,19
U4461,1145,15488,56832,9,6,31.0,-5.0,36.0,"(37, 9)",5,20
U4462,1146,14848,53760,9,6,31.0,-1.0,32.0,"(35, 9)",5,20
U4463,1147,19200,50688,56,0,30.0,-6.0,36.0,"(33, 12)",5,19
U4464,1148,20864,50688,56,0,26.0,-5.0,31.0,"(33, 13)",5,20
U4465,1149,20992,50688,56,6,26.0,-5.0,31.0,"(33, 13)",5,20
U4466,1150,20096,50688,50,0,30.0,-6.0,36.0,"(33, 12)",4,19
U4467,1151,14720,53760,46,0,31.0,-1.0,32.0,"(35, 9)",5,20
U4468,1152,60288,69120,9,6,27.0,-9.0,36.0,"(45, 38)",5,15
U4469,1153,61184,69120,9,0,28.0,-3.0,31.0,"(45, 39)",5,5
U4470,1154,58240,69120,9,0,25.0,-3.0,28.0,"(45, 37)",5,13
U4471,1155,53376,59904,56,0,27.0,-9.0,36.0,"(39, 34)",5,15
U4472,1156,53248,59904,56,6,27.0,-9.0,36.0,"(39, 34)",5,15
U4473,1157,48768,59904,56,6,27.0,-8.0,35.0,"(39, 31)",5,16
U4474,1158,52608,59904,50,0,25.0,-11.0,36.0,"(39, 33)",4,19
U4475,1159,60288,69120,46,0,27.0,-9.0,36.0,"(45, 38)",5,15
U4476,1160,65152,62976,9,6,31.0,-5.0,36.0,"(41, 42)",5,17
U4477,1161,67200,66048,9,6,29.0,-7.0,36.0,"(43, 43)",5,10
U4478,1162,67712,62976,9,6,30.0,-6.0,36.0,"(41, 43)",5,17
U4479,1163,66048,56832,56,0,20.0,-8.0,28.0,"(37, 42)",5,19
U4480,1164,63232,59904,56,6,29.0,-7.0,36.0,"(39, 40)",5,15
U4481,1165,62592,56832,56,0,28.0,-8.0,36.0,"(37, 40)",5,15
U4482,1166,65920,59904,50,6,20.0,-8.0,28.0,"(39, 42)",4,13
U4483,1167,66432,62976,46,6,31.0,-5.0,36.0,"(41, 42)",5,17
U4484,1168,34688,19968,9,6,25.0,-9.0,34.0,"(13, 22)",5,16
U4485,1169,33792,16896,9,6,22.0,-8.0,30.0,"(11, 21)",5,15
U4486,1170,30976,16896,9,0,25.0,-11.0,36.0,"(11, 19)",5,10
U4487,1171,41472,23040,56,6,29.0,-7.0,36.0,"(15, 26)",5,18
U4488,1172,41472,26112,56,6,27.0,-6.0,33.0,"(17, 26)",5,15
U4489,1173,39808,26112,56,0,28.0,-8.0,36.0,"(17, 25)",5,15
U4490,1174,39936,23040,50,6,30.0,-6.0,36.0,"(15, 25)",4,16
U4491,1175,35200,16896,46,0,26.0,-8.0,34.0,"(11, 22)",5,16
U4492,1176,17280,35328,9,6,28.0,-8.0,36.0,"(23, 10)",5,20
U4493,1177,15616,32256,9,0,31.0,-1.0,32.0,"(21, 9)",5,20
U4494,1178,13568,32256,9,0,28.0,0.0,28.0,"(21, 8)",5,10
U4495,1179,19584,35328,56,0,29.0,-7.0,36.0,"(23, 12)",5,10
U4496,1180,22144,35328,56,0,28.0,-8.0,36.0,"(23, 14)",5,19
U4497,1181,19584,35328,56,6,29.0,-7.0,36.0,"(23, 12)",5,10
U4498,1182,18816,35328,50,6,27.0,-9.0,36.0,"(23, 11)",4,16
U4499,1183,14336,35328,46,6,28.0,-8.0,36.0,"(23, 9)",5,15
U4500,1184,17920,50688,9,0,25.0,-3.0,28.0,"(33, 11)",5,12
U4501,1185,16128,50688,9,6,32.0,-4.0,36.0,"(33, 10)",5,20
U4502,1186,13440,50688,9,6,27.0,-1.0,28.0,"(33, 8)",5,10
U4503,1187,44160,38400,56,6,25.0,-11.0,36.0,"(25, 28)",5,17
U4504,1188,42624,38400,56,0,30.0,-6.0,36.0,"(25, 27)",5,15
U4505,1189,40064,38400,56,0,29.0,-7.0,36.0,"(25, 25)",5,18
U4506,1190,43520,41472,50,6,30.0,-6.0,36.0,"(27, 28)",4,17
U4507,1191,19200,50688,46,6,30.0,-6.0,36.0,"(33, 12)",5,19
U4508,1192,18048,19968,9,0,23.0,-5.0,28.0,"(13, 11)",5,10
U4509,1193,16256,19968,9,6,26.0,-10.0,36.0,"(13, 10)",5,20
U4510,1194,13568,19968,9,0,24.0,-12.0,36.0,"(13, 8)",5,10
U4511,1195,18304,23040,56,0,32.0,-4.0,36.0,"(15, 11)",5,22
U4512,1196,21632,23040,56,0,30.0,-1.0,31.0,"(15, 13)",5,22
U4513,1197,20096,26112,56,0,27.0,-9.0,36.0,"(17, 12)",5,18
U4514,1198,19200,23040,50,0,32.0,-4.0,36.0,"(15, 12)",4,12
U4515,1199,15360,19968,46,0,29.0,-7.0,36.0,"(13, 9)",5,20
U4516,1200,512,78336,48,0,18.0,-24.0,42.0,"(51, 0)",3,9
U4521,1201,46976,72192,9,0,32.0,-2.0,34.0,"(47, 30)",5,15
U4522,1202,12032,72192,0,6,29.0,-7.0,36.0,"(47, 7)",3,11
U4524,1203,11008,69120,0,0,23.0,-6.0,29.0,"(45, 6)",3,16
U4526,1204,46080,72192,9,0,27.0,1.0,26.0,"(47, 29)",5,20
U4527,1205,13184,69120,0,0,26.0,-2.0,28.0,"(45, 8)",3,14
U4529,1206,10880,72192,0,6,23.0,-6.0,29.0,"(47, 6)",3,13
U4531,1207,45056,72192,9,6,27.0,1.0,26.0,"(47, 29)",5,20
U4532,1208,44800,69120,34,0,30.0,-6.0,36.0,"(45, 28)",2,18
U4537,1209,47104,56832,56,0,27.0,-9.0,36.0,"(37, 30)",5,14
U4539,1210,28544,56832,42,6,27.0,-9.0,36.0,"(37, 18)",3,17
U4541,1211,27136,56832,42,6,34.0,-2.0,36.0,"(37, 17)",3,12
U4543,1212,46208,56832,56,6,24.0,-12.0,36.0,"(37, 29)",5,18
U4544,1213,28032,53760,42,0,28.0,-8.0,36.0,"(35, 17)",3,17
U4546,1214,29824,53760,42,2,24.0,-3.0,27.0,"(35, 19)",3,18
U4548,1215,45696,53760,56,0,23.0,-3.0,26.0,"(35, 29)",5,18
U4549,1216,46336,56832,50,0,24.0,-12.0,36.0,"(37, 29)",4,18
U4550,1217,46848,72192,46,6,32.0,-2.0,34.0,"(47, 30)",5,15
U4551,1218,77312,41472,9,0,20.0,-6.0,26.0,"(27, 50)",5,10
U4552,1219,76032,44544,9,0,28.0,-8.0,36.0,"(29, 49)",5,15
U4553,1220,74624,44544,9,6,27.0,-6.0,33.0,"(29, 48)",5,15
U4554,1221,68480,44544,34,6,31.0,-5.0,36.0,"(29, 44)",2,17
U4555,1222,50176,47616,56,0,22.0,-7.0,29.0,"(31, 32)",5,19
U4556,1223,48000,50688,56,6,31.0,-3.0,34.0,"(33, 30)",5,14
U4557,1224,48896,50688,56,6,28.0,-7.0,35.0,"(33, 31)",5,14
U4558,1225,48512,47616,50,0,25.0,-8.0,33.0,"(31, 31)",4,19
U4559,1226,75136,44544,46,0,27.0,-6.0,33.0,"(29, 48)",5,15
U4560,1227,41600,13824,9,6,26.0,-10.0,36.0,"(9, 26)",5,20
U4561,1228,37120,13824,9,6,22.0,-8.0,30.0,"(9, 23)",5,10
U4562,1229,38784,10752,9,0,21.0,0.0,21.0,"(7, 24)",5,15
U4563,1230,38400,23040,34,0,25.0,-1.0,26.0,"(15, 24)",2,16
U4564,1231,45696,29184,56,0,23.0,-3.0,26.0,"(19, 29)",5,14
U4565,1232,45568,32256,56,6,21.0,-5.0,26.0,"(21, 29)",5,20
U4566,1233,40576,29184,56,0,27.0,-6.0,33.0,"(19, 26)",5,20
U4567,1234,45696,29184,50,4,23.0,-3.0,26.0,"(19, 29)",4,14
U4568,1235,40704,10752,46,6,24.0,-9.0,33.0,"(7, 26)",5,20
U4569,1236,45184,10752,9,6,23.0,-3.0,26.0,"(7, 29)",5,20
U4570,1237,45696,10752,9,0,23.0,-3.0,26.0,"(7, 29)",5,20
U4571,1238,43776,10752,9,0,26.0,-10.0,36.0,"(7, 28)",5,10
U4572,1239,49152,19968,34,6,27.0,-8.0,35.0,"(13, 31)",2,14
U4573,1240,50176,26112,56,0,25.0,-4.0,29.0,"(17, 32)",5,18
U4574,1241,48256,29184,56,0,22.0,-13.0,35.0,"(19, 31)",5,17
U4575,1242,46720,29184,56,6,28.0,-6.0,34.0,"(19, 30)",5,18
U4576,1243,47616,29184,50,6,28.0,-6.0,34.0,"(19, 30)",4,18
U4577,1244,47488,10752,46,0,26.0,-8.0,34.0,"(7, 30)",5,20
U4578,1245,76032,59904,9,0,29.0,-7.0,36.0,"(39, 49)",5,16
U4579,1246,73088,62976,9,6,26.0,-10.0,36.0,"(41, 47)",5,20
U4580,1247,74240,59904,9,0,27.0,-6.0,33.0,"(39, 48)",5,15
U4581,1248,67072,56832,34,6,28.0,-8.0,36.0,"(37, 43)",2,17
U4582,1249,67072,50688,56,0,25.0,-11.0,36.0,"(33, 43)",5,22
U4583,1250,64896,50688,56,0,28.0,-8.0,36.0,"(33, 41)",5,18
U4584,1251,61952,50688,56,6,30.0,1.0,29.0,"(33, 40)",5,19
U4585,1252,65920,50688,50,0,24.0,-4.0,28.0,"(33, 42)",4,12
U4586,1253,74880,62976,46,6,24.0,-12.0,36.0,"(41, 48)",5,10
U4587,1254,83200,19968,9,0,17.0,-14.0,31.0,"(13, 53)",5,20
U4588,1255,78720,23040,9,6,18.0,-8.0,26.0,"(15, 50)",5,20
U4589,1256,76928,23040,9,6,30.0,-6.0,36.0,"(15, 49)",5,20
U4590,1257,66176,19968,34,6,16.0,-12.0,28.0,"(13, 42)",2,7
U4591,1258,67584,26112,56,0,26.0,-10.0,36.0,"(17, 43)",5,20
U4592,1259,65024,26112,56,0,24.0,-4.0,28.0,"(17, 42)",5,18
U4593,1260,61440,26112,56,0,28.0,-3.0,31.0,"(17, 39)",5,14
U4594,1261,68480,26112,50,0,26.0,-8.0,34.0,"(17, 44)",4,13
U4595,1262,80768,19968,46,0,24.0,-9.0,33.0,"(13, 52)",5,10
U4596,1263,37376,72192,9,6,25.0,-1.0,26.0,"(47, 24)",5,15
U4597,1264,38016,72192,9,0,25.0,-1.0,26.0,"(47, 24)",5,15
U4598,1265,35840,72192,9,6,31.0,-5.0,36.0,"(47, 23)",5,15
U4599,1266,41344,69120,34,0,27.0,-6.0,33.0,"(45, 26)",2,22
U4600,1267,41344,56832,56,0,25.0,-8.0,33.0,"(37, 26)",5,20
U4601,1268,40960,56832,56,6,25.0,-8.0,33.0,"(37, 26)",5,20
U4602,1269,40448,53760,56,0,31.0,-5.0,36.0,"(35, 26)",5,22
U4603,1270,42240,56832,50,0,26.0,-5.0,31.0,"(37, 27)",4,13
U4604,1271,38272,72192,46,6,25.0,-1.0,26.0,"(47, 24)",5,15
U4605,1272,78208,35328,9,0,27.0,-9.0,36.0,"(23, 50)",5,15
U4606,1273,77568,35328,9,6,27.0,-9.0,36.0,"(23, 50)",5,15
U4607,1274,75136,32256,9,0,26.0,-7.0,33.0,"(21, 48)",5,20
U4608,1275,66176,35328,34,6,25.0,-11.0,36.0,"(23, 42)",2,13
U4609,1276,66688,35328,56,0,24.0,-12.0,36.0,"(23, 43)",5,19
U4610,1277,65024,35328,56,0,25.0,-11.0,36.0,"(23, 42)",5,13
U4611,1278,63232,35328,56,0,28.0,-8.0,36.0,"(23, 40)",5,19
U4612,1279,67584,35328,50,0,24.0,-12.0,36.0,"(23, 43)",4,19
U4613,1280,77824,32256,46,4,24.0,-2.0,26.0,"(21, 50)",5,25
U4616,1281,83200,23040,9,0,25.0,-11.0,36.0,"(15, 53)",5,10
U4619,1282,78720,26112,9,0,21.0,-5.0,26.0,"(17, 50)",5,20
U4622,1283,77568,26112,9,6,21.0,-5.0,26.0,"(17, 50)",5,20
U4623,1284,64000,23040,34,6,25.0,-11.0,36.0,"(15, 41)",2,17
U4626,1285,66176,29184,56,6,23.0,-5.0,28.0,"(19, 42)",5,18
U4629,1286,64384,29184,56,6,28.0,-8.0,36.0,"(19, 41)",5,19
U4632,1287,62592,29184,56,6,20.0,-9.0,29.0,"(19, 40)",5,9
U4633,1288,65920,29184,50,4,23.0,-5.0,28.0,"(19, 42)",4,18
U4634,1289,82304,23040,46,0,25.0,-11.0,36.0,"(15, 53)",5,10
U4635,1290,21632,69120,9,0,27.0,-4.0,31.0,"(45, 13)",5,12
U4636,1291,20096,72192,9,6,29.0,-7.0,36.0,"(47, 12)",5,16
U4637,1292,17920,72192,9,6,25.0,-3.0,28.0,"(47, 11)",5,18
U4638,1293,27136,66048,34,0,29.0,-7.0,36.0,"(43, 17)",2,16
